vehicle_id,start_ts,end_ts,delta_battery_pct,start_battery_pct,end_battery_pct,duration_sec,ignition_state
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-17 23:34:39.373,2021-11-18 00:05:02.000,7.8,72.9,80.7,1822.627,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 01:51:48.000,2021-11-18 02:13:23.000,18.8,54.5,73.3,1295.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 03:52:56.000,2021-11-18 04:18:17.000,20.4,55.2,75.6,1521.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 21:45:35.049,2021-11-18 21:49:18.000,18.0,54.9,72.9,222.951,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 22:07:05.000,2021-11-18 22:17:29.002,11.4,63.5,74.9,624.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-18 22:52:23.002,2021-11-18 23:01:49.029,29.9,70.1,100.0,566.027,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 01:44:55.029,2021-11-19 02:19:53.002,21.6,58.4,80.0,2097.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 03:16:34.000,2021-11-19 03:46:18.000,20.0,54.9,74.9,1784.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 07:15:57.000,2021-11-19 07:49:37.000,21.6,58.4,80.0,2020.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 14:32:40.002,2021-11-19 14:48:09.020,19.7,80.3,100.0,929.018,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 16:17:02.020,2021-11-19 16:47:27.002,17.3,62.3,79.6,1824.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 19:48:59.011,2021-11-19 20:02:45.000,7.4,72.9,80.3,825.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-19 21:48:19.000,2021-11-19 22:17:09.000,17.3,62.3,79.6,1730.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 01:49:44.006,2021-11-20 02:23:35.002,15.3,70.5,85.8,2030.996,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 07:20:44.000,2021-11-20 07:53:24.000,15.3,70.5,85.8,1960.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-20 23:19:29.002,2021-11-20 23:26:39.000,23.9,54.1,78.0,429.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 02:35:46.049,2021-11-22 02:50:02.000,12.9,38.8,51.7,855.951,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 04:11:09.002,2021-11-22 04:12:57.000,11.3,40.0,51.3,107.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 04:18:43.029,2021-11-22 04:42:38.002,23.2,35.6,58.8,1434.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 04:57:18.000,2021-11-22 05:12:56.002,30.6,49.4,80.0,938.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 09:49:53.000,2021-11-22 10:42:39.000,44.4,35.6,80.0,3166.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 18:53:13.029,2021-11-22 19:21:03.002,11.4,70.9,82.3,1669.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 21:59:37.004,2021-11-22 22:15:49.000,12.9,67.4,80.3,971.996,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-22 23:39:49.033,2021-11-23 00:24:34.000,10.2,66.6,76.8,2684.967,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 00:46:52.020,2021-11-23 00:49:55.000,7.4,74.9,82.3,182.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 00:57:14.002,2021-11-23 01:01:19.000,7.4,74.9,82.3,244.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 02:10:20.011,2021-11-23 02:18:34.000,12.6,60.7,73.3,493.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 05:12:34.000,2021-11-23 05:32:46.000,12.2,66.6,78.8,1212.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 14:20:46.029,2021-11-23 14:52:51.002,19.2,50.9,70.1,1924.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 16:28:34.029,2021-11-23 16:59:29.002,19.6,55.6,75.2,1854.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 17:06:19.018,2021-11-23 18:42:37.002,2.4,75.2,77.6,5777.984,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 19:37:17.000,2021-11-23 19:44:59.002,13.7,58.8,72.5,462.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 19:50:46.000,2021-11-23 19:52:11.000,20.8,50.9,71.7,85.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-23 22:50:45.002,2021-11-24 00:12:42.000,36.1,41.5,77.6,4916.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 00:51:39.038,2021-11-24 01:00:43.000,35.3,37.2,72.5,543.962,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 01:15:03.000,2021-11-24 01:40:30.002,7.8,72.5,80.3,1527.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 02:19:52.000,2021-11-24 02:23:27.000,11.8,65.4,77.2,215.0,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 06:23:02.000,2021-11-24 07:10:10.000,43.1,37.2,80.3,2828.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 16:29:00.284,2021-11-24 17:12:26.310,25.5,54.5,80.0,2606.026,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 20:24:22.002,2021-11-24 20:38:25.000,5.5,71.3,76.8,842.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 22:00:05.000,2021-11-24 22:50:48.000,25.1,54.5,79.6,3043.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-24 23:40:12.011,2021-11-25 00:07:23.000,17.6,63.5,81.1,1630.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 01:38:09.002,2021-11-25 01:46:01.000,9.4,62.3,71.7,471.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 01:53:16.020,2021-11-25 01:54:22.000,14.1,57.2,71.3,65.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 02:23:28.000,2021-11-25 02:26:13.002,7.1,71.3,78.4,165.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 02:37:26.000,2021-11-25 02:39:25.020,7.5,70.1,77.6,119.02,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 04:41:15.000,2021-11-25 04:48:45.002,10.2,67.4,77.6,450.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 04:57:24.000,2021-11-25 05:01:48.277,6.6,63.9,70.5,264.277,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 07:24:31.000,2021-11-25 07:55:45.000,21.2,57.2,78.4,1874.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-25 18:39:57.868,2021-11-25 19:27:54.894,26.7,55.2,81.9,2877.026,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-26 00:11:21.000,2021-11-26 00:28:26.336,22.4,55.2,77.6,1025.336,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-26 21:35:26.000,2021-11-26 22:22:00.000,29.0,47.8,76.8,2794.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-26 22:29:42.000,2021-11-27 00:00:00.000,3.1,74.9,78.0,5418.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 08:08:40.000,2021-11-27 09:00:16.000,32.6,51.7,84.3,3096.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 17:34:27.011,2021-11-27 17:46:50.002,5.5,73.3,78.8,742.991,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 19:51:49.029,2021-11-27 22:43:17.000,14.1,67.0,81.1,10287.971,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-27 23:05:39.000,2021-11-27 23:16:30.000,5.5,73.3,78.8,651.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 01:49:14.020,2021-11-28 02:13:36.002,12.6,66.6,79.2,1461.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 05:18:40.020,2021-11-28 07:13:52.000,13.3,53.7,67.0,6911.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 07:20:02.000,2021-11-28 07:43:18.000,12.6,66.6,79.2,1396.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 16:52:41.011,2021-11-28 16:56:43.002,2.7,42.7,45.4,241.991,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 22:24:07.000,2021-11-28 23:15:00.000,36.1,42.7,78.8,3053.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-28 23:39:56.002,2021-11-28 23:55:33.029,35.7,64.3,100.0,937.027,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 04:17:53.020,2021-11-29 05:01:03.002,29.5,50.5,80.0,2589.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 09:48:43.000,2021-11-29 10:30:45.000,29.5,50.5,80.0,2522.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 16:37:37.011,2021-11-29 16:58:16.002,13.3,58.4,71.7,1238.991,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 21:37:10.027,2021-11-29 21:56:35.002,20.7,44.3,65.0,1164.975,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 22:08:46.000,2021-11-29 22:13:23.002,18.0,58.4,76.4,277.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-29 23:32:30.029,2021-11-30 00:03:15.000,23.9,48.2,72.1,1844.971,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 00:49:59.000,2021-11-30 01:07:58.000,31.7,48.6,80.3,1079.0,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 01:13:15.002,2021-11-30 03:43:11.000,35.3,41.1,76.4,8995.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 15:10:38.029,2021-11-30 16:16:20.002,50.6,30.5,81.1,3941.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 19:09:03.049,2021-11-30 19:47:58.002,35.7,41.5,77.2,2334.953,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 20:32:58.000,2021-11-30 20:40:38.000,37.7,30.9,68.6,460.0,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 21:44:33.010,2021-11-30 21:46:00.000,38.8,42.3,81.1,86.99,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-11-30 22:27:42.002,2021-11-30 22:52:05.000,6.3,73.3,79.6,1462.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 00:39:53.000,2021-12-01 01:17:39.000,35.7,41.5,77.2,2266.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 03:15:52.000,2021-12-01 03:46:03.000,31.4,42.3,73.7,1811.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 14:26:35.088,2021-12-01 15:01:25.002,23.1,47.4,70.5,2089.914,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 19:42:39.000,2021-12-01 19:47:01.029,21.6,56.4,78.0,262.029,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 19:57:32.000,2021-12-01 20:31:07.000,23.1,47.4,70.5,2015.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 20:50:26.000,2021-12-01 21:01:07.002,9.4,69.8,79.2,641.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-01 23:35:27.000,2021-12-02 00:05:25.002,37.3,36.8,74.1,1798.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-02 00:19:43.002,2021-12-02 00:24:48.000,11.7,69.0,80.7,304.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-02 20:07:19.002,2021-12-02 21:10:49.000,22.0,47.0,69.0,3809.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-02 22:32:17.015,2021-12-02 23:26:08.000,9.8,48.2,58.0,3230.985,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 00:08:27.029,2021-12-03 01:14:45.000,14.1,41.9,56.0,3977.971,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 02:22:42.011,2021-12-03 03:49:06.000,6.3,41.9,48.2,5183.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 04:28:30.012,2021-12-03 05:18:31.000,5.5,43.1,48.6,3000.988,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 14:31:38.038,2021-12-03 15:14:00.002,31.3,39.6,70.9,2541.964,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 18:48:22.016,2021-12-03 19:32:18.002,31.7,48.6,80.3,2635.986,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-03 20:01:38.000,2021-12-03 20:03:08.000,38.4,39.6,78.0,90.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 00:20:37.000,2021-12-04 01:02:00.000,31.7,48.6,80.3,2483.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 02:06:38.002,2021-12-04 02:17:50.000,7.5,61.5,69.0,671.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 03:51:49.002,2021-12-04 07:36:43.000,18.0,43.5,61.5,13493.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 09:21:49.000,2021-12-04 17:02:43.002,2.7,43.5,46.2,27654.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 17:43:40.037,2021-12-04 18:37:48.002,40.0,38.4,78.4,3247.965,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 18:45:35.037,2021-12-04 19:15:05.002,12.9,78.4,91.3,1769.965,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-04 23:14:59.000,2021-12-05 00:07:30.000,40.0,38.4,78.4,3151.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-05 00:16:33.000,2021-12-05 00:44:35.000,12.9,78.4,91.3,1682.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-05 20:52:08.020,2021-12-05 22:31:15.000,10.2,80.7,90.9,5946.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-06 04:20:12.020,2021-12-06 07:52:26.000,9.8,70.9,80.7,12733.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-06 16:32:15.002,2021-12-06 17:13:52.002,24.3,52.9,77.2,2497.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-06 20:20:30.017,2021-12-06 20:33:53.002,5.5,74.1,79.6,802.985,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-06 20:43:24.000,2021-12-06 20:45:32.002,7.5,70.9,78.4,128.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-06 22:02:15.000,2021-12-06 22:03:34.000,19.6,52.9,72.5,79.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-06 23:47:56.042,2021-12-07 00:02:23.002,17.6,59.2,76.8,866.96,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 00:11:21.002,2021-12-07 00:28:14.000,14.9,59.2,74.1,1012.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 01:51:38.000,2021-12-07 02:03:32.000,5.5,74.1,79.6,714.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 15:04:57.020,2021-12-07 15:45:52.002,25.9,46.6,72.5,2454.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 16:30:03.010,2021-12-07 16:51:46.002,10.6,68.6,79.2,1302.992,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 20:22:56.000,2021-12-07 20:27:03.002,31.8,48.2,80.0,247.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 20:34:57.000,2021-12-07 20:36:11.000,32.6,46.6,79.2,74.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-07 23:26:20.015,2021-12-08 00:05:13.000,26.2,54.5,80.7,2332.985,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-08 02:40:22.011,2021-12-08 03:01:15.000,23.5,52.1,75.6,1252.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-08 08:12:34.000,2021-12-08 08:53:21.000,28.2,52.1,80.3,2447.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-08 18:54:22.009,2021-12-08 19:08:01.002,36.1,63.9,100.0,818.993,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-08 20:33:08.002,2021-12-08 20:39:54.000,14.1,66.6,80.7,405.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-08 22:10:20.002,2021-12-08 22:19:46.000,8.2,56.8,65.0,565.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-08 23:27:26.011,2021-12-09 00:10:01.000,19.3,45.4,64.7,2554.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-09 00:25:15.000,2021-12-09 00:37:41.000,7.0,63.9,70.9,746.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-09 14:16:45.040,2021-12-09 14:55:35.002,61.2,38.8,100.0,2329.962,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-09 16:33:08.024,2021-12-09 17:06:46.002,20.0,59.6,79.6,2017.978,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-09 19:46:45.000,2021-12-09 19:48:10.000,34.9,38.8,73.7,85.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-09 22:04:21.000,2021-12-09 22:36:27.000,20.0,59.6,79.6,1926.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-09 23:18:36.004,2021-12-09 23:56:58.000,22.4,55.2,77.6,2301.996,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-10 01:32:57.029,2021-12-10 01:43:49.000,25.5,46.6,72.1,651.971,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-10 02:45:25.002,2021-12-10 02:54:36.000,19.2,43.9,63.1,550.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-10 03:03:47.002,2021-12-10 04:10:35.000,24.7,37.6,62.3,4007.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-10 08:33:47.000,2021-12-10 14:04:34.002,3.1,37.6,40.7,19847.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-10 14:44:09.002,2021-12-10 15:47:47.002,50.6,26.2,76.8,3818.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-10 20:15:58.000,2021-12-10 21:17:20.000,50.6,26.2,76.8,3682.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-13 01:56:04.011,2021-12-13 07:07:19.000,3.5,67.4,70.9,18674.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-14 21:50:03.020,2021-12-14 22:41:52.002,21.9,63.1,85.0,3108.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-15 03:21:57.000,2021-12-15 04:10:52.000,21.9,63.1,85.0,2935.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-17 18:43:55.029,2021-12-17 21:43:05.000,10.6,70.9,81.5,10749.971,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-21 20:02:09.029,2021-12-21 20:32:46.002,12.6,66.2,78.8,1836.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-21 22:38:33.038,2021-12-22 00:39:55.000,8.2,62.7,70.9,7281.962,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-22 01:34:07.000,2021-12-22 02:02:23.000,12.6,66.2,78.8,1696.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-22 16:34:28.020,2021-12-22 17:14:51.002,18.8,58.8,77.6,2422.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-22 22:44:29.000,2021-12-22 22:51:41.000,22.3,54.1,76.4,432.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-22 23:51:09.042,2021-12-23 00:05:31.000,30.6,45.4,76.0,861.958,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-23 18:48:49.029,2021-12-23 20:23:09.002,45.5,36.8,82.3,5659.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-23 22:09:48.000,2021-12-23 23:11:39.033,19.2,43.5,62.7,3711.033,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-24 18:52:15.011,2021-12-24 22:28:09.000,2.4,57.2,59.6,12953.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-27 18:56:58.007,2021-12-27 19:48:32.002,28.3,50.5,78.8,3093.995,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-28 00:27:07.000,2021-12-28 01:18:34.000,28.3,50.5,78.8,3087.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-28 01:32:26.000,2021-12-28 15:50:33.002,2.7,79.6,82.3,51487.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-28 19:03:59.003,2021-12-28 19:42:36.002,16.4,63.9,80.3,2316.999,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-28 21:14:20.020,2021-12-28 21:20:35.000,15.3,67.0,82.3,374.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-29 00:35:32.000,2021-12-29 01:12:03.000,16.4,63.9,80.3,2191.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-29 15:53:26.500,2021-12-29 16:29:21.002,14.9,65.4,80.3,2154.502,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-29 21:24:25.000,2021-12-29 21:59:01.000,14.9,65.4,80.3,2076.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 00:01:47.000,2021-12-30 00:36:39.000,13.3,57.2,70.5,2092.0,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 00:42:16.002,2021-12-30 00:46:54.000,25.8,44.7,70.5,277.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 06:12:16.000,2021-12-30 16:13:44.002,55.3,44.7,100.0,36088.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 16:24:31.700,2021-12-30 17:07:25.002,27.9,40.7,68.6,2573.302,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 18:56:58.180,2021-12-30 19:27:10.226,16.1,63.5,79.6,1812.046,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 21:55:13.000,2021-12-30 22:37:08.000,27.9,40.7,68.6,2515.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-30 22:50:28.002,2021-12-31 00:01:44.000,5.1,61.9,67.0,4275.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-31 00:18:26.020,2021-12-31 00:56:45.000,33.8,45.8,79.6,2298.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-12-31 18:39:41.033,2021-12-31 19:47:27.002,42.4,37.6,80.0,4065.969,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-01 00:11:04.000,2022-01-01 01:16:58.000,42.4,37.6,80.0,3954.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-01 17:37:32.029,2022-01-01 17:40:44.002,25.9,74.1,100.0,191.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-01 20:12:04.024,2022-01-01 21:06:06.002,39.6,38.8,78.4,3241.978,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-01 22:14:03.002,2022-01-01 22:37:47.000,9.9,70.1,80.0,1423.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-02 01:43:36.000,2022-01-02 02:36:08.000,39.6,38.8,78.4,3152.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-02 03:01:33.002,2022-01-02 03:03:53.000,7.5,70.9,78.4,139.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-02 03:44:03.000,2022-01-02 03:57:10.020,8.7,70.1,78.8,787.02,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2022-01-02 08:44:23.000,2022-01-02 09:07:09.000,11.7,68.6,80.3,1366.0,ignitionOff
